,Texto,pre
737,  Os analfabetos não podem registrar-se como eleitores.,  os analfabetos não podem registrarse como eleitores.
738,"  A honra e a imagem das pessoas são invioláveis, sendo assegurado o direito de reparação por dano material ou moral em caso de violação.","  a honra e a imagem das pessoas são invioláveis, sendo assegurado o direito de reparação por dano material ou moral em caso de violação."
739,"  Por expressa disposição constitucional, as competências materiais e legislativas dos municípios subordinam-se integralmente ao disposto nas constituições dos respectivos estados-membros a que eles pertencem.","  por expressa disposição constitucional, as competências materiais e legislativas dos municípios subordinamse integralmente ao disposto nas constituições dos respectivos estadosmembros a que eles pertencem."
740,"  Em razão da capacidade de auto-organização dos estados-membros, as constituições estaduais não se sujeitam a quaisquer limitações previstas pela Constituição Federal de 1988.","  em razão da capacidade de autoorganização dos estadosmembros, as constituições estaduais não se sujeitam a quaisquer limitações previstas pela constituição federal de 1988."
741,  A integração entre os países da América do Sul é valorizada com precedência em relação à integração com os demais países.,  a integração entre os países da américa do sul é valorizada com precedência em relação à integração com os demais países.
742,"  O repúdio ao terrorismo autorizará, no plano internacional, intervenção armada pelo Brasil.","  o repúdio ao terrorismo autorizará, no plano internacional, intervenção armada pelo brasil."
743,  A autodeterminação dos povos é decorrência natural da própria ideia de soberania.,  a autodeterminação dos povos é decorrência natural da própria ideia de soberania.
744,  Os direitos fundamentais constitucionais deverão prevalecer.,  os direitos fundamentais constitucionais deverão prevalecer.
745,  A valorização à independência nacional cede diante de ameaças a outros povos.,  a valorização à independência nacional cede diante de ameaças a outros povos.
746,"  A administração fazendária possui, em sua competência, precedência sobre os demais setores da Administração.","  a administração fazendária possui, em sua competência, precedência sobre os demais setores da administração."
747,  Os vencimentos pagos aos ocupantes dos cargos do Poder Legislativo e do Poder Judiciário não poderão ser inferiores aos pagos aos ocupantes dos cargos do Poder Executivo.,  os vencimentos pagos aos ocupantes dos cargos do poder legislativo e do poder judiciário não poderão ser inferiores aos pagos aos ocupantes dos cargos do poder executivo.
748,  Os servidores públicos civis e militares têm direito garantido à sindicalização.,  os servidores públicos civis e militares têm direito garantido à sindicalização.
749,"  As inelegibilidades absolutas são previstas pela Constituição Federal, podendo a lei ordinária trazer hipóteses adicionais.","  as inelegibilidades absolutas são previstas pela constituição federal, podendo a lei ordinária trazer hipóteses adicionais."
750,"  A idade mínima exigida para cargos eletivos é aferida no momento da posse, não do registro.","  a idade mínima exigida para cargos eletivos é aferida no momento da posse, não do registro."
751,"  Todo elegível é eleitor, mas nem todo eleitor é elegível.","  todo elegível é eleitor, mas nem todo eleitor é elegível."
752,  Os militares são inalistáveis.,  os militares são inalistáveis.
753,  A capacidade eleitoral ativa revela o direito de ser votado e eleito para cargos eletivos.,  a capacidade eleitoral ativa revela o direito de ser votado e eleito para cargos eletivos.
754,"  Os integrantes do Conselho da República devem ser, todos, brasileiros natos.","  os integrantes do conselho da república devem ser, todos, brasileiros natos."
755,  A naturalização estrangeira do brasileiro nato induz invariavelmente à perda da nacionalidade original.,  a naturalização estrangeira do brasileiro nato induz invariavelmente à perda da nacionalidade original.
756,"  O rol de hipóteses constitucionais de perda de nacionalidade é exemplificativo, podendo ser ampliado pela legislação infraconstitucional.","  o rol de hipóteses constitucionais de perda de nacionalidade é exemplificativo, podendo ser ampliado pela legislação infraconstitucional."
757,"  As espécies de naturalização no Brasil, por decorrerem da própria ideia de soberania, são todas uma discricionariedade estatal.","  as espécies de naturalização no brasil, por decorrerem da própria ideia de soberania, são todas uma discricionariedade estatal."
758,"  A naturalização pode ser expressa ou tácita, somente se admitindo no Brasil, atualmente, a primeira modalidade.","  a naturalização pode ser expressa ou tácita, somente se admitindo no brasil, atualmente, a primeira modalidade."
759,"  O princípio da legalidade permite ao Estado enunciar direitos e deveres não somente por lei em sentido estrito, mas também por meio dos chamados atos normativos secundários.","  o princípio da legalidade permite ao estado enunciar direitos e deveres não somente por lei em sentido estrito, mas também por meio dos chamados atos normativos secundários."
760,  A transitoriedade é a essência das ações afirmativas enquanto instrumentos de realização de igualdade material.,  a transitoriedade é a essência das ações afirmativas enquanto instrumentos de realização de igualdade material.
